lon,lat,id,added_username,diameter,height,koostis_muu,koostis_rehvid,koostis_suur,description,rehvide_arv
25.6098333333333,59.5776666666667,3943,veljo,1,0,f,t,t,"",1
25.6227,59.5704,3944,veljo,4,1,t,f,t,"Põhiliselt vanaraud, mõned asbotoru jupid ja taara.",0
25.627,59.5669666666667,3945,veljo,1,0,t,f,f,"",0
25.6394,59.5634833333333,3946,veljo,1,0,f,t,f,"",1
25.6434666666667,59.56245,3947,veljo,1,1,t,f,f,"Vana hunnik, vist on eterniiti+ 41 nr.kummikud jm.",0
25.64335,59.5616,3948,veljo,2,1,t,f,t,"Peale selle veel aknaklaasi.",0
25.6849666666667,59.55465,3949,veljo,1,0,t,f,f,"Vist RMK vihjekoht.",0
25.7001166666667,59.6656666666667,3950,veljo,1,1,t,f,f,"Värvipurgid,igasugune muu ujuv ja mitteujuv prügi.",0
25.7097833333333,59.6683666666667,3951,veljo,3,0,t,t,f,"Enne märgitud kohta mõlemal pool teed olmeprügi.",1
25.7020333333333,59.6625833333333,3953,veljo,1,0,t,f,f,"",0
25.6996333333333,59.6594166666667,3954,veljo,4,0,t,f,f,"",0
25.69935,59.6591166666667,3955,veljo,2,1,t,f,t,"Külmik+ läheduses olmeprügi.",0
25.69795,59.6581833333333,3956,veljo,1,0,t,f,f,"",0
25.7106833333333,59.6415166666667,3957,veljo,1,0,t,f,f,"",0
25.7155333333333,59.6404666666667,3958,veljo,2,0,t,f,f,"",0
25.7190833333333,59.6394,3959,veljo,2,1,t,f,f,"",0
25.7179,59.6397166666667,3960,veljo,1,0,t,t,f,"",1
25.7195,59.6404833333333,3961,veljo,1,1,f,t,f,"Tv+ 2rehvi+muu. Vana kelder, kohe tee ääres.",2
25.7259166666667,59.6387833333333,3962,veljo,3,0,t,t,f,"Kõrval vana kelder, seal on ka sodi.",1
25.7581333333333,59.6388666666667,3963,veljo,3,0,t,f,f,"30 m. Loksa poole samasugune hunnik kraavis.",0
25.7578166666667,59.6375333333333,3964,veljo,1,0,t,f,f,"",0
25.7565666666667,59.6360666666667,3965,veljo,1,0,t,f,f,"",0
25.7609333333333,59.61115,3966,veljo,3,1,t,t,f,"Ruberoid, klaasvatt,rehv+ muu.",1
25.0709200915494,59.0161438660037,3969,kaiu,1,1,t,f,f,"prügikottides olmeprügi",0
25.0639509837669,59.028429900967,3970,kaiu,2,0,t,f,f,"kottides olmeprügi",0
25.0735546979381,59.0129616687016,3972,kaiu,3,0,t,f,t,"ehituspraht, eterniit, klaas,pudelid",0
25.0656999977293,58.9958950437714,3973,kaiu,1,0,t,f,f,"taara",0
25.7470333333333,59.6215,3982,veljo,4,1,t,f,t,"Põhiliselt vanaraud, ligipääs halb.",0
25.7569333333333,59.6149333333333,3983,veljo,2,1,t,f,t,"Aiavõrk.",0
25.7627333333333,59.6180333333333,3984,veljo,5,1,f,f,t,"Elektripost+ metall. Kas see pole mitte Eesti Energia omand?",0
25.75455,59.5987666666667,3985,veljo,1,0,t,f,f,"Ülejäänud teises tee servas.",0
25.7675833333333,59.59535,3986,veljo,1,0,t,f,f,"",0
25.7925833333333,59.5584,3987,veljo,1,0,t,f,f,"",0
25.7978666666667,59.5260833333333,3988,veljo,1,0,t,f,f,"",0
25.7877833333333,59.5226833333333,3989,veljo,1,1,f,t,f,"",1
25.78705,59.5251166666667,3990,veljo,1,0,t,f,f,"",0
25.78585,59.53015,3991,veljo,1,0,f,t,t,"",1
25.6167666666667,59.4791166666667,4003,veljo,3,0,t,f,f,"Lähedusse märgitud kohta vahepeal juurde toodud 2 televiisorit jm.",0
25.652370332,58.390377481,4016,ahti,10,0,t,t,t,,20
25.649441276,58.39071041,4017,ahti,2,0,t,f,t,,0
25.651339777,58.390943427,4018,ahti,1,0,t,t,f,,1
25.675917109,58.398695011,4019,ahti,3,0,t,f,f,,0
25.681790477,58.399097091,4020,ahti,3,0,t,f,f,,0
25.703206491,58.419132102,4021,ahti,2,0,t,t,f,,1
25.765777482,58.420725754,4022,ahti,5,0,t,f,f,,0
25.767607838,58.422754174,4023,ahti,2,0,t,f,f,,0
25.797887379,58.425446441,4024,ahti,1,0,t,f,f,,0
25.827649422,58.409126373,4025,ahti,4,0,t,f,t,,0
25.802845862,58.414477296,4026,ahti,1,0,t,f,f,,0
25.9422333333333,58.3488833333333,4105,anneliis,2,1,t,t,t,,1
25.9567,58.3540666666667,4106,anneliis,1,0,t,f,f,,0
25.9153,58.3814166666667,4107,anneliis,1,0,t,f,f,,0
25.7862166666667,58.3616333333333,4108,anneliis,1,0,t,f,f,,0
25.7855833333333,58.3615,4109,anneliis,1,0,t,f,f,,0
25.7857166666667,58.3614666666667,4110,anneliis,1,0,t,f,f,,0
25.7850833333333,58.3613333333333,4111,anneliis,2,0,t,f,f,,0
25.7717333333333,58.3614,4112,anneliis,1,0,t,f,f,,0
25.7660833333333,58.3613,4113,anneliis,1,0,t,f,f,,0
25.7655666666667,58.3611833333333,4114,anneliis,1,0,t,f,f,,0
25.7626833333333,58.3601333333333,4115,anneliis,1,0,t,f,f,,0
25.7884166666667,58.34605,4116,anneliis,2,0,t,f,f,,0
25.78855,58.3458166666667,4117,anneliis,1,0,t,f,f,,0
25.78875,58.3457833333333,4118,anneliis,3,1,t,t,f,,1
25.7964166666667,58.3585333333333,4119,anneliis,1,0,t,f,f,,0
25.79625,58.3595,4120,anneliis,1,0,t,f,f,,0
25.7957166666667,58.3597,4121,anneliis,1,0,t,f,f,,0
25.7966,58.3596166666667,4122,anneliis,1,0,f,t,f,,1
25.7962666666667,58.3598666666667,4123,anneliis,1,0,t,f,f,,0
25.76325,58.34385,4124,anneliis,2,0,f,t,f,,2
25.7522166666667,58.33605,4125,anneliis,1,0,t,f,f,,0
25.7297833333333,58.3337166666667,4126,anneliis,1,0,f,t,f,,1
25.7270833333333,58.3296833333333,4127,anneliis,2,1,t,t,f,,1
25.67755,58.33535,4128,anneliis,5,2,t,t,t,,4
25.6538,58.34535,4129,anneliis,1,0,f,f,t,,0
25.6532,58.3453,4130,anneliis,3,1,t,f,t,,0
25.6533333333333,58.3445333333333,4131,anneliis,1,0,t,f,f,,0
25.6526833333333,58.34405,4132,anneliis,1,0,t,f,t,,0
25.6343833333333,58.3407333333333,4133,anneliis,3,0,t,t,f,,1
25.6337166666667,58.3404666666667,4134,anneliis,1,0,f,t,f,,1
25.6330833333333,58.34035,4135,anneliis,2,0,t,f,t,,0
25.6326333333333,58.3402333333333,4136,anneliis,1,0,t,f,f,,0
25.6326,58.34015,4137,anneliis,1,0,t,t,f,,1
25.632,58.3401166666667,4138,anneliis,1,0,t,t,f,,1
25.6313833333333,58.3399666666667,4139,anneliis,1,0,t,f,f,,0
25.6587166666667,58.3297333333333,4140,anneliis,1,0,t,f,f,,0
25.6625166666667,58.3207,4141,anneliis,1,0,t,f,f,,0
25.6635166666667,58.3204833333333,4142,anneliis,1,0,t,t,f,,1
25.6646,58.3205666666667,4143,anneliis,1,0,t,f,f,,0
25.66685,58.3215666666667,4144,anneliis,1,0,t,t,f,,1
24.6173,59.439516667,4148,kaupo,3,0,t,t,t,,1
24.62015,59.440966667,4149,kaupo,2,0,t,f,f,"",0
24.623033333,59.439766667,4150,kaupo,8,0,t,t,t,"",13
24.622683333,59.439183333,4151,kaupo,5,0,f,t,f,"",24
24.6218,59.43825,4152,kaupo,6,0,t,f,t,,0
24.6183,59.43895,4153,kaupo,1,0,t,f,f,"",0
24.572366667,59.46085,4154,kaupo,5,0,t,t,t,"",4
24.573216667,59.4611,4155,kaupo,2,0,t,t,f,"",1
24.575466667,59.46015,4156,kaupo,5,0,t,f,f,"",0
24.576166667,59.46,4157,kaupo,2,0,t,t,f,"",1
24.5999,59.437516667,4158,kaupo,5,0,t,f,f,"",0
26.8213888888889,58.4341666666667,4162,pukspriit,,,t,f,f,"ehituspraht piki metsavahetee äärt. Kõik kokku umbes 4 kuupmeetrit",0
26.8263888888889,58.4347222222222,4163,pukspriit,,,t,f,f,"ehituspraht",0
26.825,58.4344444444444,4164,pukspriit,,,t,f,f,"ehituspraht",0
26.8258333333333,58.4469444444444,4165,pukspriit,,,t,f,f,"ehituspraht",0
27.8621092902685,59.3672324495731,4167,vaivara,1,0,t,f,f,"",0
27.9138466143487,59.3732199362676,4168,vaivara,3,0,t,t,f,"",1
27.93770681765,59.3977114784774,4169,vaivara,3,1,t,f,f,"",0
27.9450484473125,59.4088196301866,4170,vaivara,3,1,t,t,t,"",1
27.9566925839502,59.4130880917588,4171,vaivara,5,1,t,t,t,"",4
28.1050199346902,59.4036630463921,4172,vaivara,5,0,t,f,f,"",0
28.0987080849221,59.4111810961985,4173,vaivara,5,1,t,f,t,"",0
28.11669627142,59.3944837924423,4174,vaivara,2,0,t,t,f,"",1
28.1194693902997,59.4011869457529,4175,vaivara,2,0,t,t,f,"",1
28.1331320038718,59.4012268866591,4176,vaivara,10,1,t,t,t,"",20
28.0880557098229,59.4135673905921,4177,vaivara,1,0,t,f,f,"",0
28.0728830266644,59.4130640870813,4178,vaivara,5,0,t,f,t,"",0
28.0850465824687,59.4140679598451,4179,vaivara,3,1,t,f,f,"",0
28.0826733056969,59.4134191108291,4180,vaivara,4,1,t,f,t,"",0
23.5240082130031,58.9356675613723,4204,haapsalu,7,0,t,f,t,"",0
25.371138286,58.130224664,4252,reigo,5,0,t,f,f,,0
25.366811464,58.12988285,4253,reigo,3,0,t,f,f,,0
25.356236352,58.132269513,4254,reigo,7,0,t,f,f,,0
25.353990505,58.132197261,4255,reigo,3,0,t,f,f,,0
25.373063609,58.125746883,4256,reigo,4,0,t,f,f,,0
25.383716756,58.128075041,4257,reigo,6,0,,,,,41
25.537920054,58.170021521,4258,reigo,1,0,t,f,f,,0
25.533332219,58.168914691,4259,reigo,2,0,t,f,f,,0
25.52393443,58.176724529,4260,reigo,2,0,t,f,f,,0
25.521356156,58.177649304,4261,reigo,1,0,t,f,f,,0
25.538507625,58.223904837,4262,reigo,15,0,t,t,t,,44
25.532903066,58.230895847,4263,reigo,1,0,t,f,f,,0
25.532627637,58.234226312,4264,reigo,2,0,t,f,f,,0
25.530694602,58.240837622,4265,reigo,1,0,f,f,t,,0
25.536102522,58.258548081,4266,reigo,1,0,f,f,t,,0
25.536042592,58.261588532,4267,reigo,7,0,t,t,t,,10
25.415526833,58.245057827,4268,reigo,3,0,t,f,f,,0
25.416730139,58.247019527,4269,reigo,2,0,t,f,f,,0
25.416297633,58.246546201,4270,reigo,2,0,t,f,f,,0
25.365775796,58.171072695,4272,reigo,1,0,t,t,f,,1
25.381043097,58.180399742,4273,reigo,1,0,f,f,t,,0
26.544333324,58.461266672,4274,jott,1,0,t,f,f,,0
26.54203333,58.4605667,4275,jott,1,0,f,t,f,,1
26.525083361,58.461516704,4276,jott,1,1,f,t,f,,1
26.522683371,58.463716703,4277,jott,10,2,f,f,t,,0
26.521766642,58.468883308,4278,jott,1,1,t,f,f,,0
26.513733342,58.478583349,4279,jott,1,1,t,f,f,,0
26.508533293,58.489149995,4280,jott,15,1,f,f,t,,0
26.454449985,58.50004999,4281,jott,1,0,f,t,f,,1
26.447649999,58.495333325,4282,jott,,,,,,,1
26.449466692,58.496349966,4283,jott,3,2,t,f,t,,0
26.459133374,58.490499984,4284,jott,1,1,t,f,f,,0
26.478966633,58.482566681,4285,jott,2,1,f,f,t,,0
26.496216673,58.478600029,4286,jott,1,1,t,f,f,,0
26.502516679,58.473916641,4287,jott,1,0,t,t,f,,1
26.537566697,58.466966702,4288,jott,1,1,f,f,t,,0
26.518783355,58.445199989,4289,jott,1,0,t,f,f,,0
26.521533374,58.445950001,4290,jott,10,2,t,f,t,,0
26.517566638,58.446316626,4291,jott,1,1,f,t,f,,1
26.516150013,58.447550023,4292,jott,1,1,t,t,f,,1
26.498149959,58.448050003,4293,jott,1,1,t,t,f,,1
26.485633347,58.430916639,4294,jott,2,0,t,t,f,,1
25.363533301,58.162766648,4295,jott,2,0,t,f,f,,0
25.358900037,58.216749961,4296,jott,2,0,t,f,f,,0
25.384533321,58.225850025,4297,jott,3,0,t,f,f,,0
25.390216671,58.235483347,4298,jott,2,0,t,f,f,,0
25.390483299,58.23721664,4299,jott,1,0,t,f,f,,0
25.397183374,58.257633364,4300,jott,3,0,t,f,f,,0
25.398650039,58.257583324,4301,jott,7,0,t,f,f,,0
25.39911666,58.2582667,4302,jott,2,0,t,f,f,,0
25.393766658,58.258033348,4303,jott,2,1,f,f,t,,0
25.378266675,58.261200031,4304,jott,2,0,f,f,t,,0
25.352583351,58.245683368,4305,jott,1,0,t,t,f,,1
25.352700027,58.243516646,4306,jott,1,0,t,t,f,,1
25.353000015,58.240683312,4307,jott,4,1,t,t,t,,2
25.328033343,58.247599974,4308,jott,15,0,t,f,f,,0
25.32676667,58.248416707,4309,jott,5,0,t,t,f,,4
25.337366676,58.257349972,4310,jott,15,0,t,t,f,,44
25.319416663,58.252099967,4311,jott,1,0,t,f,f,,0
25.330849998,58.238233365,4312,jott,15,2,f,f,t,,0
25.303116627,58.217816642,4313,jott,1,0,t,f,f,,0
25.297633354,58.207266675,4314,jott,1,0,t,f,f,,0
25.286766635,58.201349974,4315,jott,1,0,f,t,f,,1
25.281949975,58.174150027,4316,jott,5,0,t,f,f,,0
25.253099967,58.183600036,4317,jott,1,0,t,f,f,,0
25.305733373,58.165550027,4318,jott,2,1,t,f,f,,0
25.328299971,58.160149986,4319,jott,2,1,t,f,f,,0
24.0517,58.4392,4342,ahti,1,1,f,f,t,"kaks telekat, Jott leidis",0
26.897733305,58.320183316,4383,jott,3,0,t,f,f,,0
26.915083341,58.321033325,4384,jott,2,0,t,t,f,,1
26.917083347,58.322399994,4385,jott,2,1,f,f,t,,0
26.91968333,58.327649999,4386,jott,2,1,f,f,t,,0
26.937883375,58.321200041,4387,jott,2,1,f,f,t,,0
26.947049992,58.319300031,4388,jott,1,1,t,f,f,,0
26.963716652,58.319183355,4389,jott,2,1,t,f,f,,0
26.961016674,58.320799973,4390,jott,2,2,t,f,t,,0
26.95353331,58.325283369,4391,jott,2,1,t,f,f,,0
26.956550041,58.326566638,4392,jott,2,1,f,f,t,,0
26.958366651,58.33196668,4393,jott,3,0,t,t,f,,1
26.935366625,58.34049996,4394,jott,2,1,f,t,t,,1
26.886633318,58.349500028,4395,jott,6,1,t,f,f,,0
26.892333347,58.34490004,4396,jott,1,1,t,f,t,,0
26.893766653,58.342316654,4397,jott,1,0,f,t,f,,1
26.895766659,58.340966664,4398,jott,1,1,t,t,f,,1
26.901949989,58.341149976,4399,jott,2,1,t,t,t,,1
26.902616685,58.342516646,4400,jott,1,1,t,t,f,,1
26.906349985,58.337466633,4401,jott,2,0,t,f,f,,0
26.901183296,58.353016656,4402,jott,2,0,f,t,f,,2
26.907899966,58.352599991,4403,jott,1,1,f,t,f,,1
26.73673,58.06779,4409,indrek,2,0,t,f,f,"Olmejäätmed metsatukas (laialipillutatult).",0
25.6020166666667,58.3932833333333,4441,snufkin,0,0,t,f,f,"",0
24.9016671,59.4782684,4454,henn.r,,,,,,,1
25.6667863,59.0636499,4455,henn.r,2,0,t,f,f,"vana prügimägi endise veski varemetes, segaprügi, ca ühe järelkäru jagu",0
25.7136001,59.2078454,4456,henn.r,6,0,t,t,f,"vana prügimägi mingi hoone varemetes ja natuke eemal metsa all kah, segaprügi, autokumme, 2x2x2m vähemalt",7
25.6239376,59.1935247,4457,henn.r,2,0,t,f,f,"tundub et kellegi igapäevane prügila, kuhu prügitünni tühjendatakse, pakendid etc, tundub et kasutuses, ühe järelkäru jagu, samas põõsastest välja korjata suht vaevaline",0
25.5807811,59.20739,4458,henn.r,1,0,f,f,t,"ühe külmkapi pakend",0
25.5859188,59.2085647,4459,henn.r,2,0,t,f,t,"autosisustus ja vana külmkapp",0
25.6320833333333,58.4087666666667,4462,snufkin,1,1,t,f,f,"",0
25.6326,58.4091,4463,snufkin,2,2,f,t,f,"",2
25.6439166666667,58.4185833333333,4464,snufkin,1,1,t,f,f,"",0
25.6197166666667,58.4530166666667,4465,snufkin,3,2,t,f,f,"",0
25.5989666666667,58.4606333333333,4466,snufkin,1,1,t,f,f,"",0
25.6898,58.4663,4467,snufkin,6,1,t,f,f,"",0
25.6366833333333,58.45025,4468,snufkin,4,3,f,t,t,"",2
25.6403166666667,58.4441166666667,4469,snufkin,2,0,t,f,f,"",0
25.5716666666667,58.5902777777778,4471,viktoria,1,0,t,f,f,"vanad aknad, 10m edasi veel lahtist prügi",0
25.5752777777778,58.5888888888889,4472,viktoria,0,0,f,t,f,"3 rehvi",3
25.5736111111111,58.6011111111111,4473,viktoria,1,0,t,f,f,"Teknos tünnid",0
25.7525,58.5919444444444,4474,viktoria,1,0,t,f,f,"tee ääres edasi on veel lahtist prügi",0
25.7594444444444,58.5844444444444,4475,viktoria,2,0,t,f,f,"Eramaa omaniku kontakt www.ertholz.com 05048522",0
25.7569444444444,58.5844444444444,4476,viktoria,3,0,t,t,f,"Eramaa omaniku kontakt www.ertholz.com 05048522",1
25.7747222222222,58.6458333333333,4478,viktoria,1,0,t,f,f,"toitlustaja prügi - kondid ja mahlapakid",0
25.7752777777778,58.6458333333333,4479,viktoria,3,0,t,f,f,"Eterniit",0
25.27785,59.43925,4481,veljo,1,1,t,t,t,"2 veoka rehvi+ viadukti all paar kotti prügi.",2
25.2768,59.4406,4482,veljo,1,1,f,t,t,"",1
25.27555,59.4402833333333,4483,veljo,1,0,t,f,f,"",0
25.2846666666667,59.4473,4484,veljo,2,0,t,f,f,"",0
25.2810333333333,59.4746333333333,4485,veljo,1,0,t,f,f,"",0
25.3422333333333,59.48815,4486,veljo,1,1,t,t,f,"",1
25.3428666666667,59.4880666666667,4487,veljo,2,0,t,f,f,"",0
25.34275,59.4913333333333,4488,veljo,1,0,t,f,f,"",0
25.3428333333333,59.4897333333333,4489,veljo,1,1,t,f,f,"",0
25.3469,59.4911666666667,4490,veljo,1,0,t,f,f,"",0
25.3366333333333,59.48265,4491,veljo,2,1,f,t,t,"",1
25.5935666666667,59.4621166666667,4492,veljo,2,0,t,f,f,"",0
25.5904666666667,59.4612166666667,4493,veljo,2,0,t,f,f,"",0
25.5884,59.46205,4494,veljo,1,1,t,t,f,"Jupp kraavi sodi täis.Peale truupi järgmise alguses ka. Paar rehvi, wc-pott+ muu.",1
25.5871833333333,59.4636333333333,4495,veljo,1,0,f,t,f,"",1
25.6143333333333,59.4808166666667,4496,veljo,1,0,f,t,f,"",1
25.715620425,58.302894719,4538,rainer,2,0,t,t,f,,1
25.722343549,58.301689988,4539,rainer,2,0,t,f,f,,0
25.735387886,58.294876507,4540,rainer,1,0,t,f,f,,0
25.736114513,58.294173852,4541,rainer,1,0,t,f,f,,0
25.757165244,58.286028234,4542,rainer,8,0,t,f,f,,0
25.80112204,58.289795229,4543,rainer,2,0,t,f,f,,0
25.814693933,58.281141249,4544,rainer,7,0,t,f,f,,0
25.815087883,58.279836606,4545,rainer,8,0,t,f,f,,0
25.809744336,58.320062701,4546,rainer,1,0,t,f,t,,0
25.881403238,58.341567731,4547,rainer,1,0,f,t,f,,1
25.880442839,58.301087497,4548,rainer,2,0,t,f,f,,0
25.898484634,58.27904393,4549,rainer,1,0,t,f,f,,0
25.897756834,58.281775257,4550,rainer,1,0,t,f,f,,0
25.914761033,58.280491233,4551,rainer,5,0,t,f,f,,0
25.914494405,58.26790547,4552,rainer,1,0,t,f,f,,0
25.860916693,58.244502274,4553,rainer,3,0,t,f,f,,0
25.881238617,58.245271984,4554,rainer,10,0,t,f,f,,0
25.88664067,58.245245246,4555,rainer,1,0,t,f,f,,0
25.889604846,58.245306686,4556,rainer,2,0,t,f,f,,0
25.894749658,58.245177437,4557,rainer,1,0,t,f,f,,0
25.897066584,58.245172659,4558,rainer,1,0,t,f,t,,0
25.926317247,58.241008697,4559,rainer,1,0,t,f,f,,0
25.928118434,58.232999705,4560,rainer,5,0,t,f,f,,0
25.887509035,58.207564568,4561,rainer,20,0,f,t,f,,471
25.865395479,58.212196995,4562,rainer,2,0,t,f,f,,0
25.8617636,58.227961343,4563,rainer,2,0,t,f,f,,0
25.861710627,58.233084194,4564,rainer,5,0,t,f,f,,0
25.831398144,58.229604783,4565,rainer,1,0,t,f,f,,0
25.805733595,58.22463599,4566,rainer,2,0,t,f,t,,0
25.804998167,58.223856557,4567,rainer,20,0,t,t,f,,79
25.804603463,58.224427197,4568,rainer,1,0,t,f,t,,0
25.780624095,58.205468254,4569,rainer,1,0,t,f,t,,0
25.78205958,58.196023945,4570,rainer,2,0,t,f,f,,0
25.782302571,58.193697548,4571,rainer,1,0,t,f,f,,0
25.81258798,58.154996373,4572,rainer,5,0,t,f,t,,0
25.79730819,58.149997573,4573,rainer,1,0,t,t,f,,1
25.837321216,58.09665422,4574,rainer,1,0,f,t,f,,1
25.877648061,58.108841758,4575,rainer,2,0,f,f,t,,0
25.886869412,58.119170442,4576,rainer,5,0,t,f,t,,0
25.893422803,58.097474473,4577,rainer,2,0,t,f,f,,0
25.885748919,58.101241132,4578,rainer,1,0,t,f,f,,0
25.3096,58.3735,4584,anneli,3,1,t,f,f,"Olmeprügi puuokstega segamini",0
25.3344,58.3359,4585,anneli,0,0,t,f,f,"Olmeprügi ja klaasidega aknad",0
25.3312,58.3357,4586,anneli,3,1,t,f,f,"Olmeprügi asub vundamendi aukudes ja läheduses põõsastes",0
25.307,58.3311,4587,anneli,1,1,t,f,f,"Kile ja olmeprügi puuriitade läheduses ja metsa all laiali",0
25.2861,58.3311,4588,anneli,3,1,t,t,t,"Mh on hunnikus ka eterniiti. Okste ja heinaga segamini. Kuivaga saab suure autoga kõrvale",1
25.2539,58.3301,4589,anneli,4,1,t,f,f,"Heinapalli kile kivihunnikus",0
25.3053,58.3207,4590,anneli,1,0,t,f,f,"Kivikhunnikus, mh kaabliisolatsioon, lõhutud aku",0
25.3216666666667,58.32,4591,anneli,0,0,t,f,f,"Kraavi ääres mõnikümmend l olmeprügi",0
25.3126,58.3162,4592,anneli,6,2,t,t,t,"Mh eterniiti, mitmes hunnikus, suure autoga saab kõrvale",7
25.312,58.3148,4593,anneli,5,1,t,f,f,"Kile, olme, eterniit, ümber kivihunniku",0
25.3039,58.3068,4594,anneli,0,0,t,f,f,"Lähedalasuva maa omanik lubas oma metsa veetud olmeprügi kokku korjata ja nimetatud koorinaatidele viia",0
25.281,58.3045,4595,anneli,2,1,t,f,f,"Kivihunnik olmejäätmeid täis",0
25.174,58.322,4596,anneli,5,1,t,f,t,"Suure autoga saab kõrvale",0
25.1239,58.3504,4597,anneli,0,0,t,f,f,"Lähedusest kokku korjatud metall ja olmeprügi",0
25.1812,58.3238,4598,anneli,0,0,t,f,f,"Kotis prügi",0
25.3041,58.279,4599,anneli,2,0,t,f,f,"",0
25.3219,58.2969,4600,anneli,0,0,t,f,t,"Poolpõlenud olmeprügi, suurjäätmeks on veoauto kapott",0
25.2672,58.2754,4601,anneli,0,0,t,f,f,"Kahelpool teed olmeprügi",0
26.7530555555556,58.3875,4602,pukspriit,5,0,t,f,f,"ca.3 kuupm. olmeprügi",0
26.7533333333333,58.3872222222222,4603,pukspriit,7,0,t,t,t,"10 kuupm. üle kraaviperve alla kallatud",10
26.7552777777778,58.3875,4604,pukspriit,5,0,t,f,f,"4 m3 olmepügi",0
26.7588888888889,58.3869444444444,4605,pukspriit,7,0,t,t,f,"10 m3 olme, rehvid",10
26.7616666666667,58.3877777777778,4606,pukspriit,7,0,t,t,t,"10 m3 rehvid,vana mööbel, olme mitmes kohas Lotte lasteaia taga tee ääres",10
26.7605555555556,58.3858333333333,4607,pukspriit,30,0,t,t,t,"170 m3 olmeprügi, rehvid, mööbel ja muu vanade barakkide lammutuskohal",177
25.5887166666667,59.4689333333333,4618,veljo,1,0,f,t,f,"",1
25.5872,59.4653,4619,veljo,1,0,t,f,f,"",0
25.5870333333333,59.46315,4620,veljo,1,0,t,f,f,"",0
25.5885833333333,59.46085,4621,veljo,1,0,f,t,f,"",1
25.58875,59.4619166666667,4622,veljo,1,0,f,t,f,"",1
25.5996166666667,59.4615666666667,4623,veljo,1,0,t,f,f,"",0
25.5952166666667,59.4598666666667,4624,veljo,2,1,t,t,t,"",1
25.5999333333333,59.4604333333333,4625,veljo,1,0,t,f,f,"Teisel pool teed ka sodi.",0
25.5995,59.4604333333333,4626,veljo,2,1,t,f,f,"Augud, igaühes midagi.",0
25.5078833333333,59.46475,4627,veljo,1,0,f,t,f,"",1
25.51005,59.4628666666667,4628,veljo,1,0,t,f,f,"",0
25.4877,59.493,4630,veljo,1,0,f,t,t,"",1
25.5447666666667,59.5153166666667,4631,veljo,1,0,t,f,f,"",0
25.5578,59.5577,4632,veljo,1,0,t,f,f,"",0
25.55755,59.5575666666667,4633,veljo,1,0,t,f,f,"",0
26.99864,58.05659,4637,even,2,0,t,f,f,"osaliselt maa all",0
27.00717,58.0601,4638,even,1,0,t,t,f,"",1
27.01715,58.06183,4639,even,1,0,t,f,f,"",0
27.04952,58.07062,4640,even,6,1,t,f,f,"",0
25.5450189784671,58.3887899203505,4641,kalle,3,1,t,f,f,"",0
26.99438,58.05527,4642,even,4,0,t,t,f,"",2
26.98963,58.05308,4643,even,0,0,t,f,f,"",0
27.20607,58.05,4644,even,4,0,t,t,f,"",2
27.11676,58.04942,4645,even,6,1,t,t,f,"",7
24.5331547223466,58.3904305481667,4648,parnu,3,0,t,f,f,"Maa-alal prügi laiali",0
24.5273168038629,58.3945221257896,4650,parnu,5,0,t,t,f,"",4
24.4735107585207,58.3978664247025,4651,parnu,5,0,t,t,t,"",4
24.4619052022904,58.4023174090949,4652,parnu,30,1,t,t,t,"",177
24.5191168362979,58.3858194536064,4653,parnu,15,2,t,f,t,"",0
24.5449729238611,58.4005535458859,4655,parnu,30,1,t,t,t,"",177
24.54365627943,58.4005771120612,4656,parnu,7,0,t,t,f,"",10
25.5501262577193,58.3563970825815,4657,kalle,15,0,t,t,f,"40 vana rehvi ja muu prügi",40
24.5374922207052,58.4046256431866,4658,parnu,30,0,t,t,f,"",177
24.0571999629439,58.5306230732216,4679,ahti,,,,,,"vist mingid sõiduauto plastmassijäänused",1
23.9972349955706,58.5450998151303,4680,ahti,,0,f,t,f,"Vihje Koonga valla maanõunikult. 2.6km ulatuses on läände viiva tee äärses metsas ohtralt olmeprügi kilekottidesse pakituna ja ka lahtiselt. Mõned autorehvid on ka.",1
23.9560979976273,58.53570104922,4681,ahti,,,,,,"Vihje Koonga valla maanõunikult",1
25.633507,59.462612,5686,ahti,4,0,t,t,f,"Loksa tee bussipeatus, suund Tll poole. Prügi peamiselt bussiooteputka taga ja piki teeäärset kraavi paarikümne meetri ulatuses",2
25.5542,59.4714333333333,5687,veljo,1,0,t,f,f,"",0
25.5538,59.4722333333333,5688,veljo,1,0,f,t,f,"",1
25.5254,59.4616333333333,5689,veljo,3,0,t,f,f,"Vanad ämbrid ja muu vanaraud.",0
25.5228,59.4637333333333,5690,veljo,3,0,t,f,f,"Autoiste vana väetiseküüni ees. Sees on ka veel istmeid ja muud. Sisse ei soovita minna, hoone on VARISEMISOHTLIK !",0
25.5025,59.4638666666667,5691,veljo,3,0,t,f,f,"",0
25.5028833333333,59.46355,5692,veljo,1,0,t,t,f,"Rehv, kui natuke jõe poole minna, leiab ka muud.",1
25.5031,59.46215,5693,veljo,3,0,t,f,f,"",0
25.5036166666667,59.4572166666667,5694,veljo,1,0,f,t,f,"",1
25.5039166666667,59.4555666666667,5695,veljo,1,1,t,t,t,"2 rehvi lähestikku. Maantee poole minnes leiab veel ühe rekka oma+ muud prügi.",2
25.50495,59.4610166666667,5696,veljo,1,0,t,f,f,"",0
25.5046,59.4614333333333,5697,veljo,1,0,t,f,f,"",0
