id,date,x,y,nn5,nn6,access_type,distance_to_road,terrain_type,area,volume,composition_construction,composition_natural,composition_communal,composition_communal_large,composition_dangerous,dangerous_waste_description,photo_id1,photo_id2,photo_id3,description,unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11
2281,2010-04-18 14:27:26,13.8242066290469,45.886384276701,,,1,0,1,60,30,60,40,,,,,30293,,,<p>Na odlagališče prideš po cesti Ajdovščina-Nova Gorica in zaviješ na levo zavas Brje. Čez prvi most na levi strani je to odlagališče.</p>,,1,,,,,,,,,
2282,2010-04-18 14:38:00,14.3306129916651,46.3224247072205,,,3,300,1,3,0.5,30,0,70,0,0,"<p>Kosi gradbenega materiala, plastične vrečke, pločevinke, plastenke.</p>",30294,30295,,"<p>Golnik - pred Merkatorjem zavijemo desno in se pelejmo do konca naselj. Ko sestanovanjske hiše kočajo je na desni strani poti manjša hišica komunale.Spustimo se po poti in nato čez travnik do potoka, ter nato ob njem v smeri S.Pri manjšem okljuku (na koncu njive) sta 2 manjša odlagališča. Prvi s komunlnimiodpadki in 10 m naprej še drugi s gradbenim materialom in plastičnimi vrečkami.</p>",,52,,,,,,,,,
2283,2010-04-18 14:37:13,15.0994420643649,46.1165991045616,,,1,30,1,6,0.5,50,,50,,,,30296,30297,30298,"<p>Prazne vreče cementa, kartoni, plastika</p>",,34,,,,,,,,,
2284,2010-04-18 14:37:46,15.0974482919494,46.1214796172976,,,1,20,1,120,15,50,,20,,30,"<p>Salonitna kritina, kante od olja</p>",30299,30300,30301,"<p>Precej gradbenih odpadkov, betona, opeke, ometa in pa razpršenih komunalnihodpadkov v pasu med Savo in Steklarno</p>",,34,1788,,,,,,,,
2285,2010-04-18 14:28:38,13.857537604465,45.7601658701153,,,2,1000,1,300,150,10,70,20,,,,,,,,,111,109,,,,,,,,
2286,2010-04-18 14:31:22,15.4259145598616,46.2043122940921,,,1,50,1,5,1,,,100,,,<p>Manjši kup odpadkov. Ni potrebno velike prikolice.</p>,30302,,,,,120,1357,,,,,,,,
2287,2010-04-04 00:24:30,15.4625891455368,46.1956705123889,,,1,2,2,30,2,10,,50,40,,<p>Zelo razreseno vzdolž ceste v malem gozdičku in grmovju.</p>,30306,,,,,124,1356,,,,,,,,
2288,2010-04-18 14:28:46,15.451596274527,46.1918605307243,,,1,1,2,5,5,100,,,,,<p>Strešna kritina!</p>,30307,,,,,120,,,,,,,,,
2289,2010-04-18 14:22:02,13.8613497983657,45.7548957511552,,,1,10,1,50,10,,,,95,5,<p>osebni avtomobil</p>,,,,,,111,109,,,,,,,,
2290,2010-04-18 14:34:45,15.5121659520221,46.106742380827,,,1,10,1,10,20,100,,,,,<p>Strešna kritina dotrajana zložena na kup. Dobro vidno z glavne ceste.</p>,,,,,,51,,,,,,,,,
4286,2010-04-03 22:46:03,15.8302060316517,46.5105493320032,,,1,50,1,30,2,,,50,50,,"<p>za hišo domačije Benko, v gozdu</p>",,,,,,58,1071,,,,,,,,
2292,2010-04-04 12:25:18,14.345443316342,46.318356520735,,,3,100,1,1,1,0,0,90,0,10,"<p>Odpadki so razreseni po strgi potoka in na bregu. Večinomas gre za plastičnevrečke, nekaj je tudi embalaže praznih razpršilcev in plastike</p>",30308,30309,,"<p>Ob cesti od Kokrice pri Kranju proti Golniku. Ko pridemo do izvoza za Goriče( na desno strani) je nal levi struga potoka, v kateri se nahajajo odpadki.</p>",,52,757,,,,,,,,
2293,2010-04-18 15:07:06,14.2386341380826,45.6290075789966,,,2,200,3,100,5000,,,40,30,30,"<p>Avtomobilske školjke, ogromno steklenic, konzerv, plastičnih posod, kovinskihizdelkov.</p>",,,,,,38,,1,,,,,,,
2294,2010-04-18 14:21:55,14.3708298531429,46.3132543480223,,,2,500,1,3,3,50,50,0,0,,<p>Večje količine peska in keramičnih ploščic</p>,30310,,,"<p>Na koncu vasai Pngršica zavijemo levo čez travnike, kjer se ob gozdem robupribližno 700 m iz vasi nahaja odlagališče gradbenega materiala. Dostop je možentudi po trakstorskih poteh - te potekao ob strugi potoka, ki teče čez vas.</p>",,52,,,,,,,,,
2296,2010-04-04 12:25:18,14.3453725367239,46.329413569809,,,2,400,3,400,50,50,20,30,0,0,"<p>Večje količine gradbenega materiala pomešanega s plastistiko, stiroporjem,kartonom, pur pena</p>",30311,30312,,"<p>op.1: Slika 2 prikazuje dostop<br/>op.2: Gre za večje količn odpadnega materiala, ki polzi po pobočju grape. Zaodvoz bi potrebovali bager.</p>",,52,757,,,,,,,,
2301,2010-04-04 13:55:20,15.8236601169197,46.7177988560334,,,1,100,2,30,3,,,40,60,,,30374,30375,,<p>ZG.KONJIŠČE-BIVŠA KASARNA</p>,,195,347,,,,,,,,
2299,2010-04-04 13:55:20,15.8441212429939,46.7179741321083,,,1,5,1,20,2,10,20,50,20,,,30373,,,<p>OB CESTI SP.KONIŠČE-ZG.KONJIŠČE</p>,,195,347,,,,,,,,
2329,2010-04-18 14:31:17,14.4400422327976,46.1444923035495,,,3,17,1,20,5,100,0,0,0,0,"<p>Opeke, tlakovci</p>",,,,"<p>Za pokopališčem v Pirničah. Odlagališče je v gozdu, vendar se vidi s ceste.</p>",,71,,,,,,,,,
2300,2010-04-18 14:34:47,14.2961614177591,46.3510864023422,,,3,600,1,7,7,0,85,15,0,0,,30313,,,,,131,576,,,,,,,,
2302,2010-04-18 14:40:39,14.295020116383,46.3479056223866,,,1,1,1,6,0.5,0,50,50,0,0,,30314,,,,,131,,,,,,,,,
2303,2010-04-04 13:55:21,15.794911146455,46.7090409291272,,,4,10,2,30,3,10,20,70,,,,,,,,,195,1663,,,,,,,,
2305,2010-04-18 14:30:36,15.0954279116807,46.1203385997447,,,1,20,2,200,10,5,,80,,15,"<p>Gume, kante od olja, salonitke</p>",30315,30316,30317,,,34,1788,,,,,,,,
2307,2010-04-18 14:24:28,15.8205735797245,46.712638958973,,,1,5,1,10,1,,,,10,90,<p>Pnevmatike</p>,,,,,,195,,,,,,,,,
2308,2010-04-18 14:25:37,15.0705516588498,46.1374398341199,,,1,30,2,50,5,,,,,100,"<p>Školjka avtomobila, dva soda, guma</p>",30318,30319,30320,,,34,,,,,,,,,
2310,2010-04-18 14:39:02,14.628001670451,46.1893453988937,,,1,0,1,2,1,,60,40,,,,30324,,,,,23,,,,,,,,,
2311,2010-04-18 14:38:33,14.6289569467481,46.1896721608006,,,1,0,1,1,0.25,,,10,,90,"<p>0,2 m3 salonitk</p>",30325,,,<p>Za odstranjevanje salonitk je potrebna ustrezna zaščita.</p>,,23,,,,,,,,,
2361,2010-04-20 12:17:37,14.3571140152677,45.80415184379,,,1,0,1,15,0.1,,,80,20,,,,,,,,13,,1,,,,,,,
2312,2010-04-18 14:38:27,14.6228398297915,46.1359198968864,,,1,0,1,25,5,50,,40,,10,"<p>2 avtomobilski gumi, kantica z neznano vsebino</p>",30326,30327,30328,"<p>Odlagališče je POD avtocesto (podvoz). Odpadki so razpršeni. Med drugimnajdemo tudi kosovne odpadke: TV, sodi, plastična cev in nekaj plastičnih veder.</p>",,23,36,,,,,,,,
2313,2010-04-18 14:23:18,14.6229507959877,46.1357808061748,,,1,0,1,30,25,40,10,20,20,10,<p>Embalaža olj.</p>,30329,30330,30331,"<p>Vzporedno z AC, po pobočju navzgor se v odtočnem jašku avtoceste nahajajo 4avtomobilske pnevmatike (koordinate: N: 46 stopinj 8 minut 12 sekund, E: 14 st.37 min 25 s)</p>",,23,36,,,,,,,,
2314,2010-04-18 14:39:44,14.5789391039554,46.1272042064264,,,1,0,1,20,25,20,60,10,,10,<p>Embalaža motornega olja.</p>,30332,30333,30334,,,23,204,,,,,,,,
2315,2010-04-18 14:31:00,14.6249792470154,46.103560575427,,,1,0,1,45,30,30,60,,,10,"<p>0,5 m3 salonitk</p>",30335,,,"<p>Odpadkov, ki niso preraščeni je približno 1m3.</p>",,23,,,,,,,,,
2316,2010-04-04 19:27:07,14.5783500683594,46.1280204244956,,,1,0,1,8,10,,,,100,,,30336,30337,30338,"<p>Za odstranjevanje odpadkov so nujne trpežne rokavice, ker je precej stekla inzarjavele pločevine.</p>",,23,2082,,,,,,,,
2317,2010-04-18 14:33:46,14.6017119878677,46.1047024125548,,,1,0,1,30,50,60,40,,,,,30339,30340,,,,23,,,,,,,,,
2318,2010-04-18 14:21:35,14.6429733230731,46.1793805826684,,,3,10,1,5,10,100,,,,,,30341,30342,,,,23,,,,,,,,,
2320,2010-04-06 19:52:10,14.3305199699388,46.2058810398901,,,1,5,1,1,0.3,,,1,99,,,30345,,,,,52,,,,,,,,,
2321,2010-04-18 14:32:17,14.317495201806,46.198362287402,,,1,1,1,25,2,,,,,100,"<p>asfalt, vendar vse bilo pod snegom, tako da ne vem, kaj je še bilo tam...tudije verjetno, da je več kot 2m3!</p>",30346,,,,,52,,,,,,,,,
2322,2010-04-04 12:25:19,14.3362869866956,46.2157803458906,,,1,5,1,500,10,5,80,5,8,2,"<p>0,2m3 salonitk</p>",30347,30348,,"<p>Še nekaj je v gozdčku pri potoku, če greš nazaj proti Kranju - na desnistrani!</p>",,52,1387,,,,,,,,
2324,2010-04-18 14:27:16,14.1348320803839,45.7427969596972,,,1,3,1,50,100,15,40,15,20,10,,30349,30350,,,,94,1864,,,,,,,,
2325,2010-04-18 14:25:29,14.2242714794186,45.7667421808551,,,2,3,1,500,500,65,5,10,18,2,"<p>nekaj salonitnih plošč, hladilnik</p>",30355,30354,30353,"<table cellpadding=0 border=0 cellspacing=0><tbody><tr><td align=left><p>ocistimo_si_uporabnik</p></td><td align=left><p>25.03.2010 09:52:35</p></td></tr></tbody></table><p>Dovažali so jih (odpadke) tudi s komunalnim (Kumus) kombijem, ter kombijemPrimorja!</p>",,94,115,,,,,,,,
2328,2010-04-18 14:29:01,14.1640249210379,45.768466219375,,,2,110,1,12,30,,20,,80,,,30363,,,,,94,115,,,,,,,,
3562,2010-04-18 14:30:38,13.7187202509113,46.1830570332182,,,1,0,1,25,35,100,,,,,,32405,,,,,128,,,,,,,,,
2331,2010-04-03 22:23:33,14.4075516986825,46.1512708738509,,,1,0,1,100,15,0,0,30,50,20,"<p>Sod, 2 žimnici, raztresene pločevinke in plastenke, 2 pnevmatiki, talneobloge.</p>",,,,"<p>Odlagališče se nahaja v gozdičku na obeh straneh ceste, od ceste oddaljenokakšnih 10-20 m, ki vodi v Kranj - med bencinsko črpalko zgoraj v Medvodah ingramoznico Jeprca.</p>",,71,671,,,,,,,,
3225,2010-04-18 14:28:12,14.5244664685032,46.0361862729461,,,1,0,1,30,5,,30,30,30,10,<p>7 pnevmatik.</p>,32428,32429,32430,"<p>Odlagališče je tik ob železniški postaji Ljubljana Rakovnik in neposredno vnaselju, zato zelo kazi videz. Poleg tega, da so tam tudi nevarni odpadki, senajde veliko kosovnega in komunalnega odpada.</p><p>----------------</p><p>Gre za nakladalno rampo za smeti in NE gre za odlagalisce. TovornjakiSurovine kipajo smeti na vlak a zal veliko pade mimo. Okolico obcasno pocistijo,vendar zal ne dovolj pogosto.</p><p>Ciscenje verjetno nima smisla, ker bo stanje cez 2 dni enako. Poleg tega jeciscenje lahko nevarno saj je povsod veliko zdrobljenega stekla.</p>",,61,1183,,,,,,,,
2333,2010-04-04 13:55:20,15.8147660400978,46.701286205772,,,1,5,2,10,1,10,10,60,20,,,30371,,,,,195,347,,,,,,,,
2335,2010-04-03 22:23:32,14.4240938346846,46.1779244706452,,,1,0,1,15,10,70,0,0,10,20,"<p>Salonitna kritina, opeke, nek material zavit v zelene vreče. 50 m naprej izsmledniške smeri proti Mošam, malo globje v gozdu (vendar vidna s ceste) sta še2 hobuka.</p>",,,,"<p>POZOR<br/>Odpadki so razpršeni, pregledati je potrebno območje v krogu 25 m od označenelokacije.</p>",,71,663,,,,,,,,
2336,2010-04-18 14:34:06,13.9398230069931,45.8355873098092,,,1,0,1,12,24,90,,,10,,,30376,,,"<p>Nekaj je gradbenih in kosovnih odpadkov odpadkov, večina materiala pa je šenovega.</p>",,136,1933,,,,,,,,
2349,2010-03-21 10:27:44,13.6109081070068,46.0824968239774,,,2,250,1,50,10,,,,,100,"<p>GODERNO, KUP SALONITNIH PLOŠČ (SALONITKE)</p>",30991,,,,,44,,,,,,,,,
2350,2010-04-18 14:31:48,13.6388577541072,46.0904001661419,,,1,50,2,25,3,8,,20,70,2,"<p>GRADBENI ODPADKI: OPEKA KOMUNALNI ODPADKI: DROBNE KOVINE, DROBNA PLASTIKAKOSOVNI ODPADKI: SEDEŽNA GARNITURA, KOLESA, STOJALO ZA SUŠIT CUNJE NEVARNIODPADKI: PNEVMATIKE</p>",31316,31318,31319,"<p>POD ŠPORTNO DVORANO, POD BALINARSKIM KLUBOM KANAL</p>",,44,389,,,,,,,,
2347,2010-04-18 14:36:55,13.9406092049846,45.8373964528593,,,1,0,1,600,100,10,,10,10,70,"<p>Na odlaglišču se nahaja veliko avtomobilov, pnevmatik in salonitnih plošč.</p>",30380,30381,,,,136,1933,,,,,,,,
2348,2010-03-21 10:26:03,13.6172570373839,46.0799017023606,,,2,5,1,10,5,,,,,100,"<p>PITONK, AVTOMOBILSKA KAROSERIJA (KATRCA).</p>",30989,,,,,44,,,,,,,,,
3442,2010-04-18 14:31:05,13.9272581059637,46.1414262530873,,,1,5,1,5,4,50,,,50,,,,,,,,14,1757,,,,,,,,
2351,2010-04-18 14:21:16,14.3229803698083,45.7949936713936,,,1,0,1,15,0.25,30,,,70,,,30383,30384,,,,13,,,,,,,,,
2352,2010-04-18 14:21:14,13.6360104053341,46.0896109804827,,,3,2,3,2000,1,20,,80,,,"<p>ODPADKI:  GRADBENI: GRADBENE KOVINE KOMUNALNI: DROBNE KOVINE, DRUGA PLASTIKA </p>",32771,32777,32781,"<p>RAZPRŠENI ODPADKI, ODLAGALIŠČE 200m x 10m, VZDOLŽ POTI , POD NOVIM NASELJEM VPEČNEM.</p>",,44,389,,,,,,,,
2353,2010-04-18 14:24:56,14.3225841299536,45.7953152386076,,,1,30,1,10,0.1,100,,,,,,30385,,,,,13,,,,,,,,,
2354,2010-04-18 14:22:35,13.8486914796804,45.8506922774346,,,1,20,1,10,10,,,,100,,,30386,,,<p>Med vinogradi se nahaja zarjavela cisterna.</p>,,1,1321,,,,,,,,
2355,2010-04-18 14:27:03,13.6321609956745,46.0987674784729,,,3,2,3,40,2,30,,50,10,10,"<p>ODPADKI: GRADBENI: BETON, OPEKA, KERAMIČNE PLOŠČICE, GRADBENE KOVINEKOMUNALNI: DROBNE KOVINE, DROBNA PLASTIKA KOSOVNI: POHIŠTVO NEVARNI: MOTORNAVOZILA, PNEVMATIKE</p>",,,,"<p>RELACIJA PEČNO-ČOLNICA, MAJNIKOV OVINEK, OB CESTI, V KOTANJI, NA OVINKU(RAZPRŠENI ODPADKI).</p>",,44,389,,,,,,,,
2356,2010-04-18 14:31:51,14.3349154556727,45.8129916351431,,,1,0,1,10,0.1,,,30,70,,,30387,,,,,13,,,,,,,,,
2357,2010-04-18 14:20:11,14.3246909259639,45.8291890798532,,,1,0,2,10,0.5,,,10,90,,,30388,,,,,13,881,,,,,,,,
2358,2010-04-18 14:20:16,14.3362911241572,45.8098728037072,,,1,0,2,15,0.1,,,50,50,,,,,,,,13,,,,,,,,,
2359,2010-04-18 14:33:09,14.3505576056036,45.8043729282199,,,1,0,1,20,0.5,50,,,50,,,30389,,,,,13,,,,,,,,,
2360,2010-04-20 12:03:28,14.3588306483298,45.804518571298,,,1,20,1,10,0.25,,,,100,,,30390,,,,,13,,1,,,,,,,
2363,2010-04-03 22:43:43,14.8466885151815,46.1070009510838,,,1,2,2,700,20,20,20,5,5,50,,30393,30394,30395,,,60,728,,,,,,,,
2364,2010-04-18 14:29:33,13.8340416995322,45.8516163391054,,,1,0,1,60,60,50,10,,30,10,<p>nekaj salonitnih plošč</p>,30396,,,,,1,1321,,,,,,,,
2365,2010-04-03 22:43:43,14.8460552510845,46.1032855828834,,,1,1,3,400,80,20,10,30,20,20,,30397,30399,,<p>Potreben je vitel.</p>,,60,728,,,,,,,,
2366,2010-04-18 14:40:37,13.8087710641595,45.8515102230909,,,1,0,1,20,10,60,,,30,10,<p>nekaj salonitnih ploošč</p>,30398,,,,,84,1181,,,,,,,,
2368,2010-04-18 14:36:55,14.3385248034881,45.7854297794919,,,1,0,2,30,1,50,,,50,,,30403,,,,,13,1756,,,,,,,,
2369,2010-04-03 22:43:43,14.8405813112623,46.0993163674288,,,2,300,3,60,4,,,100,,,,30402,30405,,,,60,728,,,,,,,,
2370,2010-04-18 14:21:17,15.6859549866873,46.5337351211982,,,3,150,3,4,2.5,20,20,40,10,10,<p>Razne embalaže od barv.</p>,30404,30406,30407,"<p>Ob peš poti (na vasko stran največ 15m) se nahaja več bombnih kotanj, kjer sorazmetani odpadki. Nekaj je stekla, zato so priporočljive rokavice. <br/>Med odpadki je tudi star pralni stroj.</p>",,70,43,,,,,,,,
2371,2010-04-18 14:37:46,14.3284140943446,45.7763697845873,,,1,0,3,30,0.5,70,,,30,,,30408,30409,,,,13,,,,,,,,,
7717,2010-04-21 09:47:44,14.1945839921336,46.3544621570704,,,1,10,1,5,4,,,,100,,<p>karoserija osebnega avtomobila</p>,,,,<p>Dostop po poti iz Nove vasi proti Vrbnjam. <br/>Cesta leži nad kanalizacijskim vodom.</p>,,102,,0,,,,,,,
2373,2010-04-20 22:47:56,15.1300429905321,45.8340414703449,,,1,0,1,3,0.5,,,50,,50,<p>6 avtomobilskih pnevmatik</p>,30415,,,,,85,,1,,,,,,,
2374,2010-04-18 14:22:10,15.6846784705704,46.5343825884985,,,3,400,3,4,2,30,10,50,,10,<p>En kos salonitne plošče.</p>,30416,30417,,,,70,43,,,,,,,,
2375,2010-04-18 14:27:23,15.129269664219,45.8332591541821,,,2,200,1,6,1,,,70,30,,,30418,30419,,,,85,1851,,,,,,,,
2421,2010-04-18 14:23:18,14.5313102809292,46.0875489086931,,,1,5,3,150,80,100,,,,,<p>(odpadki: beton in cement)</p>,30506,30507,,"<p>V luknji. Težje dostopna z mehanizacijo, saj leži v kotanji</p>",,61,,,,,,,,,
2422,2010-04-18 14:19:58,14.537302563152,46.0866504241653,,,1,0,1,10,4,100,0,0,0,0,"<p>(odpadki: opeke, beton)</p>",30508,,,,,61,,,,,,,,,
2376,2010-04-18 14:20:16,15.6852193846164,46.5348006825159,,,3,300,3,2,1,40,10,30,,20,<p>Salonitne plošče in veliko embalaže barv in nekakšnih sodov.</p>,30420,30421,,"<p>Odpadki so po večini pod listjem in so nekateri slabče vidni. Potrebne sorokavice in orodje za izkopavanje večjih delov odpadkov.<br/>Odpadki so razmetani po večih bombnih kotanjah, ki so od poti oddaljeni dobrih10 m na vsako stran.</p>",,70,,,,,,,,,
2377,2010-04-18 14:27:14,14.706185963644,46.1651135804376,,,2,100,2,20,4,50,,,50,,,,,,"<p>gume, pločevina, peči,gradben material</p>",,68,1829,,,,,,,,
3563,2010-04-18 14:27:16,15.2938441321986,46.567772585342,,,2,50,2,20,2,,,10,,90,"<p>Prazen sod, ali več, zakopan pred leti. Vrsta vsebine ki je bila v njem niznana.</p>",,,,,,93,,,,,,,,,
2378,2010-04-18 14:24:27,14.5884594937945,46.0851989115658,,,1,2,1,10,4,90,,,,10,"<p>Veliki kosi asfalta, 2 salonitni plošči</p>",30441,,,"<p>Še 5o m ob Savi navzdol (na začetku nasipa) - raztroseni odpadki (embalaža),še 100 m naprej ob Savi plastični rezervoar in plastika.</p>",,61,,,,,,,,,
2379,2010-04-18 14:34:59,14.5933695823478,46.0858394371462,,,1,5,2,12,3,100,,,,,,30443,,,,,61,,,,,,,,,
2380,2010-04-18 14:27:16,14.5700191929563,46.2104283294771,,,3,200,1,3,10,50,,50,,,,,,,"<p>beton, 2 gumi, plastične cevi, sod - blizu opazovalnice (skavti)</p>",,164,292,,,,,,,,
2381,2010-04-04 17:42:29,14.5330772188086,46.0834309320124,,,1,0,1,10,5,70,0,0,30,0,,30445,30444,30446,"<p>Ob makedamski poti (pod betonskimi nosilci mostu?).</p><p>Območje ob makedamski cesti vsebuje mnogo manjših smeti (vrečke, ...)</p>",,61,794,,,,,,,,
2382,2010-04-18 14:24:29,14.5702095498844,46.2120155400434,,,3,200,1,2,2,,,,100,,,,,,"<p>plastične vrečke, konzerve, inhalator, kosti (skavti)</p>",,164,292,,,,,,,,
2383,2010-04-18 14:38:32,14.6014759103369,46.08601611246,,,1,3,2,50,10,80,,15,,5,<p>2 salonitki</p>,30447,,,"<p>50 m naprej prosti vzhodu še 2 m3 keramičnih ploščic, marmor, beton.</p>",,22,888,,,,,,,,
2384,2010-04-18 14:32:40,14.5713245576053,46.2116293628265,,,3,200,1,1,2,,,,100,,,,,,<p>različne smeti (skavti)</p>,,164,292,,,,,,,,
2385,2010-04-18 14:24:14,14.5348282733788,46.0858956199088,,,1,0,1,25,12,20,10,0,60,10,<p>Pnevmatike</p>,30448,30449,30450,,,61,794,,,,,,,,
2386,2010-04-18 14:36:43,14.5956759161594,46.0862038872463,,,2,2,1,12,1,60,40,,,,,30451,,,<strong>30 m proti vzhodu še en odpad!</strong>,,22,,,,,,,,,
2387,2010-04-18 14:34:34,14.5680856787942,46.2106142535247,,,3,100,1,3,3,90,,5,,5,"<p>2,5 kubičnih metrov krede (skavti)</p>",,,,,,164,,,,,,,,,
2388,2010-04-20 22:48:11,15.1304383760018,45.8341337977153,,,1,20,1,8,3,10,,10,,80,"<p>15 pnevmatik, 2m3 asfalta</p>",30452,,,,,85,,1,,,,,,,
2389,2010-04-18 14:35:18,14.5354005052103,46.0870412485173,,,1,0,1,15,8,40,0,10,50,0,,30453,,,,,61,794,,,,,,,,
2390,2010-04-18 14:24:10,14.6056361068818,46.0850039456421,,,1,5,2,30,3,60,,40,,,,30454,,,"<strong>50 m severno še PE folija (0,25m3)</strong>",,22,888,,,,,,,,
2391,2010-04-18 14:34:00,14.5344171384156,46.0870534176769,,,1,0,1,20,15,35,0,30,5,30,<p>Salonitke (ocena cca 5 m^3)</p>,30455,30456,30457,"<p>Nekaj smeti je tudi v luknji - razgiban teren odlagališča.</p><p>Širši tovornjak bi lahko imel težave, saj  je del ceste zožan</p>",,61,794,,,,,,,,
2392,2010-04-04 17:21:45,14.5337704745748,46.0872200978336,,,1,0,1,5,0.5,0,0,100,0,0,<p>Steklo</p>,30458,,,"<p>Širši tovornjak bi lahko imel težave, saj  je del ceste zožan</p>",,61,794,,,,,,,,
2394,2010-04-18 14:29:36,15.1313763805574,45.8341383256865,,,1,80,1,10,2,,,90,,10,"<p>0,2 m3 izolacija</p>",30459,,,,,85,1851,,,,,,,,
2395,2010-04-18 14:38:05,14.6047112544938,46.4136971390737,,,1,5,2,5,1,,,,,100,<p>salonitke</p>,,,,,,180,,,,,,,,,
2396,2010-04-18 14:25:37,14.2858975174896,46.3306688256403,,,3,400,2,150,2,0,0,70,0,30,"<p>Akumulator, odpadna olja, prazne embalaže razpršilcev...</p>",30460,30461,30462,"<p>Dosptop: V smeri Kovor-Zvirče, v Zvirčah pri 3. hiši na levi strani zavijemopo poti dol čez tunel pod hitro cesto Tržič-Naklo in takoj po potki levo dol.Čez približno 200 m se začnejo pojavljati kupčki odpadnega materiala. Ti seširijo še naprej po potki nadaljnih 100m. Najdemo jih tudi na pobočju podbližnjo hišo, ki se nahaja levo in gor od prvega kupa smeti. Več kupčkov jetorej raztreseno po površni približno 150m2.</p>",,131,584,,,,,,,,
2397,2010-04-18 14:28:52,15.1318453669385,45.83416155182,,,2,120,1,20,4,,,40,30,30,"<p>6 pnevmatik, 0,5 m3 izolacije</p>",30464,,,,,85,1851,,,,,,,,
2398,2010-04-18 14:24:27,15.1320120691019,45.8342205245381,,,2,150,1,12,1,,,50,,50,"<p>6 pnevmatik, steklo</p>",30469,,,,,85,1851,,,,,,,,
2399,2010-04-18 14:28:39,14.2859531114162,46.329893173351,,,3,150,2,150,3,0,0,50,10,40,"<p>avtodeli (vrata, gume)</p>",30470,30471,,"<p>Dostop: iz hitre ceste Tržič-Naklo zavijemo levo dol po bregu, kjer so podprevisno steno razmetani odapadki.</p>",,131,584,,,,,,,,
2400,2010-04-18 14:24:24,13.6706605924856,46.1090384399133,,,3,50,2,160,100,10,20,30,30,10,<p>NEVARNI ODPADKI: SALONITNE PLOŠČE 1 m3</p>,,,,,,44,394,,,,,,,,
2401,2010-04-18 14:31:51,14.5796749506201,46.126553901273,,,1,0,1,15,10,,10,30,50,10,"<p>salonitke 0,25 m3</p>",30465,30467,30468,<p>Na tem mestu so v pasu 150 m razpršeni komunalni odpadki. ob cesti so kupigradbenega materiala.</p>,,23,204,,,,,,,,
2402,2010-04-18 14:43:21,15.1321295836469,45.8344393546616,,,2,180,1,4,0.5,,,100,,,,30472,,,,,85,1851,,,,,,,,
2403,2010-04-05 19:48:50,15.0580375299032,46.1728819591391,,,1,2,1,50,20,,,,100,,<p>Trije neregistrirani avtomobili ob cesti.</p>,30473,,,,,129,1069,,,,,,,,
2404,2010-04-18 14:31:31,13.6716903214928,46.1095214591696,,,3,150,2,10,0.5,,,,,100,"<p>SALONITNE PLOŠČE 0,5 m3</p>",,,,,,44,,,,,,,,,
2405,2010-04-18 14:28:12,13.6782076734102,46.1114190053555,,,3,10,2,5,1,,,,,100,<p>SALONITNE PLOŠČE 1m3</p>,,,,,,44,,,,,,,,,
2407,2010-04-18 14:32:38,15.1418517041178,45.8324672226123,,,2,180,1,300,12,100,,,,,,30477,,,,,85,,,,,,,,,
2408,2010-04-18 14:24:53,14.2858508871482,46.3270314499216,,,1,30,1,10,10,0,0,10,60,30,"<p>AZBESTNE PLOŠČE,</p>",30479,,,,,131,584,,,,,,,,
2409,2010-04-18 14:30:01,15.1405919638147,45.8334672403295,,,1,40,1,12,3,70,30,,,,,30482,,,,,85,,,,,,,,,
2410,2010-04-18 14:30:25,15.1405674247277,45.8332772350315,,,2,25,1,80,3,100,,,,,,30489,,,,,85,,,,,,,,,
2411,2010-04-18 14:32:14,14.286366819749,46.3282987789656,,,3,300,2,100,12,20,0,70,10,0,,30486,30494,,<p>Dostop: strmo pobočje. Odpadki se nahajo v in ob strugi potoka. Če od tunadaljujemo po poti po bregu navzdol naletimo še na gume in leseno desko.</p>,,131,584,,,,,,,,
2412,2010-04-18 14:34:20,15.1354840199209,45.8410248219129,,,2,100,1,16,1.6,100,,,,,,30495,,,,,85,,,,,,,,,
2413,2010-04-18 14:34:47,14.0411767409037,46.3877139139401,,,3,1000,2,2,2,,,,100,,,,,,<p>osebni avto- karoserija bele barve</p>,,207,1778,,,,,,,,
2414,2010-04-19 20:20:53,15.0482067575495,46.1381497463417,,,2,200,1,200,20,,,10,90,,"<p>Po rudniških površinah se nahaja veliko število avtomobilskih gum, veliko jetudi razpršenih manjših komunalnih odpadkov. </p>",30497,30498,,<p>- čistila ekipa RTH v petek 16.4. 2010</p>,,129,1665,1,,,,,,,
2418,2010-04-16 16:38:24,14.5330338227495,46.0873545083954,,,1,0,1,50,20,80,0,10,0,10,<p>Nekaj (cca 4) čebrov barve (oz. nekaj podobnega)</p>,30503,,,,,61,1419,,,,,,,,
2416,2010-04-18 14:22:44,15.1357814254212,45.8432514440885,,,2,380,1,10,0.25,,,100,,,,30500,,,,,85,,,,,,,,,
2419,2010-04-18 14:29:35,14.2868631272778,46.3280859572632,,,2,1,1,100,40,0,90,10,0,0,,30504,,,<p>Dosto po traktorski poti iz ceste Tržič-Naklo.</p>,,131,584,,,,,,,,
